STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,TEMP
94572099999,"LISMORE AIRPORT AWS, AS",-28.8333333,153.26,9.8,74.0
95611099999,"BUSSELTON AERO, AS",-33.6833333,115.4,17.0,72.4
94719099999,"DUBBO, AS",-32.216667,148.574722,284.98,66.2
94955099999,"SHEFFIELD SCHOOL FARM, AS",-41.3833333,146.3166666,295.0,59.3
94960099999,"TUNNAK FIRE STATION, AS",-42.45,147.4666666,462.0,52.9
95646099999,"FORREST, AS",-30.8333333,128.1166666,160.0,73.4
95936099999,"MELBOURNE OLYMPIC PARK, AS",-37.8333333,144.9833333,7.5,74.8
95866099999,"ESSENDON AIRPORT, AS",-37.7333333,144.9,79.0,74.8
94342099999,"WINTON AIRPORT, AS",-22.3666666,143.0833333,193.0,86.5
95716099999,"GOULBURN AIRPORT AWS, AS",-34.8166666,149.7333333,641.0,56.8
94614099999,"SWANBOURNE, AS",-31.95,115.7666666,41.0,76.2
94336099999,"THE MONUMENT AIRPORT, AS",-21.8,139.9166666,289.0,87.2
94232099999,"VICTORIA RIVER DOWNS, AS",-16.4,131.0166666,90.0,88.1
94683099999,"KUITPO FOREST RESERVE, AS",-35.1666666,138.6666666,365.0,67.8
94891099999,"LATROBE VALLEY AIRPORT, AS",-38.2166666,146.4666666,56.0,66.5
94238099999,"TENNANT CREEK AIRPORT, AS",-19.6333333,134.1833333,377.0,91.3
95658099999,"OLYMPIC DAM AERODROME, AS",-30.4833333,136.8833333,100.0,86.4
95710099999,"TRANGIE RESEARCH STATION, AS",-31.9833333,147.95,216.0,70.4
94829099999,"HAMILTON AIRPORT, AS",-37.65,142.0666666,242.0,71.3
95317099999,"MARBLE BAR, AS",-21.1833333,119.75,183.0,95.6
95485099999,"TIBOOBURRA, AS",-29.451111,142.057778,178.0,83.6
95815099999,"MUNKORA, AS",-36.1,140.3166666,28.0,74.6
94515099999,"ROMA AIRPORT, AS",-26.55,148.7833333,304.0,82.4
95825099999,"CASTERTON, AS",-37.5833333,141.3333333,131.0,74.6
94620099999,"DWELLINGUP, AS",-32.7166666,116.05,268.0,72.7
95822099999,"DARTMOOR, AS",-37.9166666,141.2666666,51.0,72.7
95767099999,"LAKE MACQUARIE AWS, AS",-33.0833333,151.4666666,6.0,65.4
94457099999,"WARBURTON AIRFIELD, AS",-26.1333333,126.5833333,460.0,93.9
95699099999,"WHITE CLIFFS AWS, AS",-30.85,143.07,158.0,80.7
94729099999,"BATHURST AIRPORT AWS, AS",-33.4166666,149.65,745.0,57.7
95929099999,"MERIMBULA AIRPORT, AS",-36.9166666,149.9,2.0,64.9
95543099999,"GAYNDAH AIRPORT, AS",-25.6166666,151.6166666,112.0,76.6
94346099999,"LONGREACH AERO, AS",-23.4333333,144.2833333,192.0,84.8
94791099999,"COFFS HARBOUR, AS",-30.3205556,153.1163889,5.0,72.5
95610099999,"KALAMUNDA BICKLEY, AS",-32.0166666,116.1333333,385.0,73.7
94288099999,"CAIRNS RACECOURSE, AS",-16.95,145.75,401.0,79.6
94343099999,"HUGHENDEN AIRPORT, AS",-20.8166666,144.2333333,316.0,80.8
95214099999,"WYNDHAM AERO, AS",-15.5,128.15,4.0,91.9
94130099999,"BRADSHAW, AS",-14.95,130.8,76.0,90.2
94681099999,"NURIOOTPA VITICULTURAL, AS",-34.4833333,139.0,276.0,75.5
95487099999,"BALLERA GAS FIELD, AS",-27.4166666,141.8166666,115.0,88.3
94838099999,"HOPETOUN AIRPORT, AS",-35.7166666,142.35,78.0,74.4
95765099999,"SYDNEY OLYMPIC PARK AWS ARCHERY CENTRE, AS",-33.8333333,151.0666666,4.0,65.8
94461099999,"GILES METEOROLOGICAL OFFICE, AS",-25.0333333,128.3,599.0,90.6
94183099999,"COEN AIRPORT, AS",-13.7666666,143.1166666,160.0,78.2
94396099999,"ROLLESTON AIRPORT, AS",-24.4666666,148.6333333,220.0,79.6
95771099999,"CESSNOCK AIRPORT, AS",-32.7833333,151.3333333,62.0,64.8
95654099999,"WUDINNA AERO, AS",-33.05,135.45,87.0,75.0
95709099999,"WEST WYALONG AIRPORT AWS, AS",-33.9333333,147.2,258.0,67.9
95551099999,"TOOWOOMBA AIRPORT, AS",-27.55,151.9166666,642.0,69.6
94344099999,"URANDANGI AERODROME, AS",-21.6,138.3666666,75.0,92.2
95874099999,"VIEWBANK ARPNSA, AS",-37.7333333,145.1,66.0,73.9
94837099999,"WARRNAMBOOL AIRPORT NDB, AS",-38.2833333,142.45,71.0,70.1
94449099999,"LAVERTON AERO, AS",-28.6166666,122.4166666,465.0,89.4
94397099999,"MORANBAH, AS",-22.057778,148.0775,234.69,79.1
94727099999,"MUDGEE AIRPORT AWS, AS",-32.5666666,149.6166666,472.0,62.8
94570099999,"TEWANTIN RSL PARK, AS",-26.3833333,153.0333333,7.0,77.2
95869099999,"DENILIQUIN AIRPORT AWS, AS",-35.5666666,144.95,95.0,73.2
94287099999,"CAIRNS INTERNATIONAL, AS",-16.885833,145.755278,3.04,79.5
95979099999,"MOUNT WELLINGTON, AS",-42.9,147.2333333,1260.5,44.0
94674099999,"PORT LINCOLN, AS",-34.605278,135.880278,10.97,66.1
95823099999,"PADTHAWAY SOUTH, AS",-36.65,140.5166666,35.0,76.1
95111099999,"PORT KEATS AIRPORT, AS",-14.25,129.5333333,29.0,87.3
94125099999,"BATCHELOR AERO, AS",-13.05,131.0166666,105.0,83.5
95818099999,"PALLAMANA AERODROME, AS",-35.0666666,139.2333333,46.0,70.3
95708099999,"CONDOBOLIN AIRPORT, AS",-33.0666666,147.2166666,194.0,71.2
94894099999,"MOUNT BULLER AWS, AS",-37.15,146.4333333,1707.0,51.3
95492099999,"THARGOMINDAH, AS",-27.986389,143.810833,131.97,82.9
94889099999,"WANGARATTA AERO, AS",-36.4166666,146.3,153.0,69.9
94403099999,"GERALDTON, AS",-28.796111,114.7075,36.88,75.4
